run_id,attempt_id,attempt_number,supersedes_attempt_id,game_id,model_key,model_family,model_id,requested_provider,observed_provider,requested_endpoint,observed_endpoint,requested_quantization,observed_quantization,track,i2_identity,started_at,finished_at,duration_ms,trace_id,span_id,hidden_code,code_length,symbol_set_size,initial_query_credits,queries_used,credits_remaining,final_answer,positions_correct,final_score,solved,submission_type,num_model_calls,num_http_attempts,num_transport_retries,num_invalid_responses,total_input_tokens,total_output_tokens,total_reasoning_tokens,total_cached_tokens,total_cache_write_tokens,total_tokens,total_cost_usd,token_totals_complete,cost_total_complete,cache_hit_detected,prompt_hash,inference_settings,routing_settings,run_status,analysis_eligible,exclusion_reasons,error_category,error_message,parse_error,interaction_trace
8cae7feb-7fc3-4b23-83cc-10894f096a00,8cae7feb-7fc3-4b23-83cc-10894f096a00,1,,19,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,C,different_model,2026-08-16T09:56:52.519Z,2026-08-16T09:56:52.701Z,182,7263c69a53507dad5a28591077ff111e,6e97f4722f364761,IFFJEDA,7,10,10,0,10,AAAAAAA,1,0.14285714285714285,false,partial,1,1,0,0,271,6,,,,277,3.185e-05,true,true,false,2ac8682c462a8f01ea519b44aa73090e57243476b55eaf2539123ca100c55ab6,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:56:52.519Z"",""finished_at"":""2026-08-16T09:56:52.700Z"",""duration_ms"":181,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":271,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":277},""cost_usd"":3.185e-05,""generation_id"":""gen-1786874211-ewZrWltHtyHqkVi1pgMK"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
f4b14259-65b9-4ade-a594-29314edf5c78,f4b14259-65b9-4ade-a594-29314edf5c78,1,,6,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,A,continuation,2026-08-16T09:56:52.519Z,2026-08-16T09:56:55.834Z,3315,7263c69a53507dad5a28591077ff111e,66a2c55ad8d41da4,DGFDDHH,7,10,10,0,10,AAAAAAA,0,0.0,false,partial,1,1,0,0,259,6,,,,265,3.053e-05,true,true,false,a193e42687075f855a907c617cb6eb43c5979e687d22273bbab4c0919af923ac,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:56:52.520Z"",""finished_at"":""2026-08-16T09:56:55.834Z"",""duration_ms"":3314,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":259,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":265},""cost_usd"":3.053e-05,""generation_id"":""gen-1786874214-jYTxkEZDI4UHBEanJgh8"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
cbac3ac8-dd4c-4a1e-ba9f-91fce1a8b7ed,cbac3ac8-dd4c-4a1e-ba9f-91fce1a8b7ed,1,,5,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,D,none,2026-08-16T09:56:52.520Z,2026-08-16T09:57:01.711Z,9192,7263c69a53507dad5a28591077ff111e,e5d233a51b58f384,HGGGADC,7,10,10,0,10,AAAAAAA,1,0.14285714285714285,false,partial,1,1,0,0,236,6,,,,242,2.8e-05,true,true,false,35eb269349366de62767de54014a2ee9e18f1c8ac55a4d1100739e287293bf0b,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:56:52.520Z"",""finished_at"":""2026-08-16T09:57:01.711Z"",""duration_ms"":9191,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":236,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":242},""cost_usd"":2.8e-05,""generation_id"":""gen-1786874220-QSWL4sRsFVdfx7qb6m22"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
052cc3c4-6977-4848-9f6d-1767a877afad,052cc3c4-6977-4848-9f6d-1767a877afad,1,,9,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,C,different_model,2026-08-16T09:56:52.720Z,2026-08-16T09:57:16.764Z,24044,7263c69a53507dad5a28591077ff111e,8600e025d081c972,FJHFGFB,7,10,10,0,10,AAAAAAA,0,0.0,false,partial,1,1,0,0,271,6,,,,277,3.185e-05,true,true,false,2ac8682c462a8f01ea519b44aa73090e57243476b55eaf2539123ca100c55ab6,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:56:52.720Z"",""finished_at"":""2026-08-16T09:57:16.764Z"",""duration_ms"":24043,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":271,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":277},""cost_usd"":3.185e-05,""generation_id"":""gen-1786874235-fc3GvrjDqMPGGMSUdFcn"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
8f7b0d29-4cc0-41a8-b8b8-f2d88d2e58a1,8f7b0d29-4cc0-41a8-b8b8-f2d88d2e58a1,1,,16,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,C,different_model,2026-08-16T09:56:59.080Z,2026-08-16T09:57:22.704Z,23624,7263c69a53507dad5a28591077ff111e,e703d6058f92ac4f,DJDEICH,7,10,10,0,10,AAAAAAA,0,0.0,false,partial,1,1,0,0,271,6,,,,277,3.185e-05,true,true,false,2ac8682c462a8f01ea519b44aa73090e57243476b55eaf2539123ca100c55ab6,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:56:59.080Z"",""finished_at"":""2026-08-16T09:57:22.703Z"",""duration_ms"":23623,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":271,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":277},""cost_usd"":3.185e-05,""generation_id"":""gen-1786874241-MOo1Vk5NiSUode2vOc8u"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
d8ccd20d-9b37-481c-a9ed-c863c7dd25f7,d8ccd20d-9b37-481c-a9ed-c863c7dd25f7,1,,14,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,A,continuation,2026-08-16T09:57:05.168Z,2026-08-16T09:57:28.732Z,23564,7263c69a53507dad5a28591077ff111e,c1d1572cfe63031c,HJDADEA,7,10,10,0,10,AAAAAAA,2,0.2857142857142857,false,partial,1,1,0,0,259,6,,,,265,3.053e-05,true,true,false,a193e42687075f855a907c617cb6eb43c5979e687d22273bbab4c0919af923ac,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:57:05.168Z"",""finished_at"":""2026-08-16T09:57:28.731Z"",""duration_ms"":23563,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":259,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":265},""cost_usd"":3.053e-05,""generation_id"":""gen-1786874247-tKHyxeJSxNbDL4HuverD"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
0c5854ed-4ef8-40f4-9cde-c35dc7adf613,0c5854ed-4ef8-40f4-9cde-c35dc7adf613,1,,15,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,A,continuation,2026-08-16T09:57:11.082Z,2026-08-16T09:57:34.689Z,23607,7263c69a53507dad5a28591077ff111e,7947b95458201c1e,GFDEEHJ,7,10,10,0,10,AAAAAAA,0,0.0,false,partial,1,1,0,0,259,6,,,,265,3.053e-05,true,true,false,a193e42687075f855a907c617cb6eb43c5979e687d22273bbab4c0919af923ac,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:57:11.082Z"",""finished_at"":""2026-08-16T09:57:34.688Z"",""duration_ms"":23607,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":259,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":265},""cost_usd"":3.053e-05,""generation_id"":""gen-1786874253-R1h9n2nFHCZmJ17AVq2X"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
e53f0a6a-17eb-4eed-bf4b-09d53437f06b,e53f0a6a-17eb-4eed-bf4b-09d53437f06b,1,,4,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,C,different_model,2026-08-16T09:57:14.024Z,2026-08-16T09:57:37.691Z,23667,7263c69a53507dad5a28591077ff111e,7a426179dc689904,IBJGHDJ,7,10,10,0,10,AAAAAAA,0,0.0,false,partial,1,1,0,0,271,6,,,,277,3.185e-05,true,true,false,2ac8682c462a8f01ea519b44aa73090e57243476b55eaf2539123ca100c55ab6,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:57:14.024Z"",""finished_at"":""2026-08-16T09:57:37.690Z"",""duration_ms"":23666,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":271,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":277},""cost_usd"":3.185e-05,""generation_id"":""gen-1786874256-H6eM8MO8MSGEZQhcZtHK"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
b85ab986-937a-4fc8-aa7d-1502dc0fc22d,b85ab986-937a-4fc8-aa7d-1502dc0fc22d,1,,2,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,A,continuation,2026-08-16T09:57:16.814Z,2026-08-16T09:57:40.730Z,23916,7263c69a53507dad5a28591077ff111e,fe440a07c591640c,GICEAIF,7,10,10,0,10,AAAAAAA,1,0.14285714285714285,false,partial,1,1,0,0,259,6,,,,265,3.053e-05,true,true,false,a193e42687075f855a907c617cb6eb43c5979e687d22273bbab4c0919af923ac,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:57:16.814Z"",""finished_at"":""2026-08-16T09:57:40.729Z"",""duration_ms"":23916,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":259,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":265},""cost_usd"":3.053e-05,""generation_id"":""gen-1786874259-fJYjT5OEfuSb0vud5ADw"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
cfe3390c-6e37-4b65-8aa7-91773ddc163d,cfe3390c-6e37-4b65-8aa7-91773ddc163d,1,,4,scout,llama-4-scout,meta-llama/llama-4-scout,groq,Groq,groq,,,,D,none,2026-08-16T09:57:20.059Z,2026-08-16T09:57:43.705Z,23646,7263c69a53507dad5a28591077ff111e,ce81dcc5c9db3830,IBJGHDJ,7,10,10,0,10,AAAAAAA,0,0.0,false,partial,1,1,0,0,236,6,,,,242,2.8e-05,true,true,false,35eb269349366de62767de54014a2ee9e18f1c8ac55a4d1100739e287293bf0b,"{""max_tokens"":4096,""temperature"":null,""top_p"":null,""top_k"":null,""min_p"":null,""seed"":null,""reasoning"":null,""thinking"":null}","{""endpoint_slug"":""groq"",""quantizations"":null,""allow_fallbacks"":false,""require_parameters"":true}",completed,true,[],,,,"[{""step"":1,""credits_before"":10,""http_attempts"":[{""attempt_number"":1,""started_at"":""2026-08-16T09:57:20.059Z"",""finished_at"":""2026-08-16T09:57:43.705Z"",""duration_ms"":23645,""status_code"":200,""error_category"":null,""error_message"":null,""usage"":{""input_tokens"":236,""output_tokens"":6,""reasoning_tokens"":null,""cached_tokens"":null,""cache_write_tokens"":null,""total_tokens"":242},""cost_usd"":2.8e-05,""generation_id"":""gen-1786874262-RQQ4q5oeNFA6I4NQG468"",""response_cache_status"":""UNKNOWN"",""observed_provider"":""Groq"",""observed_endpoint"":null,""observed_quantization"":null}],""response_cache_status"":""UNKNOWN"",""raw_action_valid"":true,""action_received"":""SUBMIT"",""value"":""AAAAAAA"",""action_applied"":""SUBMIT"",""coerced_at_zero_credits"":false,""credits_remaining"":10}]"
